objectid,title,format,object_template,object_download,image_small,image_thumb,catalog number,site,unit/quad,area,ctx,sub ctx,mat class 1,mat type 1,mat class 2,mat type 2,object name,object description,manufacture 1,manufacture 2,item count,portion represented,associated with cat no.,surface feature,plastics_plastic color 1,plastics_plastic color 2,ceramic_paste color,ceramic_glaze,ceramic_decoration 1,ceramic_decor 1 description,ceramic_decor 1 color,ceramic_decoration 2,ceramic_decor 2 description,ceramic_decor 2 color,ceramic_decoration 3,ceramic_decor 3 description,ceramic_decor 3 color,glass_glass color,glass_container shape,glass_finish description 1,glass_finish description 2,glass_base description 1,glass_base description 2,glass_shoulder description,glass_neck description,glass_decoration 1 glass,glass_decoration 2 glass,maker mark,maker,maker location,product,product manufacturer,product manufacturer location,thickness/gauge (cm),length/height (cm),metal_nail d size,width (cm),rim diameter (cm),base diameter (cm),date start,date end,comments,most representative photo,faunal_animal class,faunal_species,faunal_body part,faunal_element category,faunal_element,faunal_tooth listing,faunal_side,faunal_bone modification,faunal_butchering marks,faunal_quantity
MHS_65,[MHS_65] BOTTLE BEVERAGE MISC - FINISH (1),image/jpg,image,,,,65,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,MACHINE MADE,,1,FINISH,,,,,,,,,,,,,,,,AMBER,CYLINDRICAL,THREADED LUG FINISH,V-SHAPED STRING RIM,,,,,,,,,,,,,,,,,3,,,,SEAM UP THROUGH FINISH TO LIP AND SEAM AROUND LIP,,,,,,,,,,,
MHS_66,[MHS_66] BOTTLE SODA - FINISH (1),image/jpg,image,,,,66,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE SODA,MACHINE MADE,,1,FINISH,68,,,,,,,,,,,,,,,COKE GREEN,COKE BOTTLE SHAPE,CROWN FINISH,,,,,,,,,COCA COLA,,COKE,COCA COLA,,,,,,3,,,,SEAM TO LIP,,,,,,,,,,,
MHS_67,[MHS_67] NAIL WIRE COMMON - HEAD (17),image/jpg,image,,,,67,MHS,22,DOWNHILL,11,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,17,HEAD,NO,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALL HEADS ARE CONECTED TO SHAFTS WITH VARIOUS LENGTHS BUT NONE ARE COMPLETE,,,,,,,,,,,
MHS_68,[MHS_68] BOTTLE SODA - BODY (1),image/jpg,image,,,,68,MHS,QUAD11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE SODA,AT LEAST 2 PART MOLD,,1,BODY,66,PATINA,,,,,,,,,,,,,,COKE GREEN,COKE BOTTLE SHAPE,,,,,,,EMBOSSED,EMBOSSED LABEL,'OLA'' ''GISTERED'' ''6-FL.OZS.'',COCA COLA,,COKE,COCA COLA,,,,,,,,,,,,,,,,,,,,,
MHS_69,[MHS_69] STRAP/STRAPPING - WHOLE/ENTIRE/COMPLETE (4),image/jpg,image,,,,69,MHS,22,DOWNHILL,11,,METAL,IRON,,,STRAP,STRAP/STRAPPING,SHEET,,4,WHOLE/ENTIRE/COMPLETE,NO,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,3 WIRE DRAWN NAILS WITH A LENGTH OF 2 CM PIERCING THE STRAPPING ,,,,,,,,,,,
MHS_70,[MHS_70] TOY RUBBER DUCK - WHOLE/ENTIRE/COMPLETE (),image/jpg,image,,,,70,MHS,AREA 8,,SURFACE,,SYNTHETIC,RUBBER VULCANIZED,,,TOY,TOY RUBBER DUCK,AT LEAST 2 PART MOLD,,,WHOLE/ENTIRE/COMPLETE,,SUN FADED,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,4,,,,,YELLOW RUBBER DUCK WITH FADED PAINT,,,,,,,,,,,
MHS_71,[MHS_71] PENCIL - BODY (),image/jpg,image,,,,71,MHS,QUAD 12,,SURFACE,,ORGANIC,WOOD,MINERAL,GRAPHITE,PENCIL,PENCIL,MACHINE MADE,,,BODY,,CHEWED BY HUMAN,,,,,,,,,,,,,,,,,,,,,,,,'WADDELL S REED INANCIAL SERVICES'',,,,,,,6,,0.5,,,,,WHITE PAINTED PENCIL WITH GREEN LETTERING,,,,,,,,,,,
MHS_72,[MHS_72] TRANSPARENCY FILM - UNKNOWN (),image/jpg,image,,,,72,MHS,QUAD 12,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,TRANSPARENCY FILM,TRANSPARENCY FILM,,,,UNKNOWN,,SOLARIZED,CLEAR/TRANSPARENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3.5,,,,,CLEAR PLASTIC SHARD SLIGHTLY MALLEABLE,,,,,,,,,,,
MHS_73,[MHS_73] REFLECTOR - UNKNOWN (),image/jpg,image,,,,73,MHS,QUAD 12,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,REFLECTOR,REFLECTOR,,,,UNKNOWN,,,RED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1.5,,,,,RED LIGHT REFLECTOR SHARD WITH RIDGES ON ONE SIDE,,,,,,,,,,,
MHS_74,[MHS_74] PLASTIC UNIDENTIFIED - UNKNOWN (),image/jpg,image,,,,74,MHS,QUAD 12,,SURFACE,,SYNTHETIC,RUBBER HARD,,,PLASTIC UNIDENTIFIED,PLASTIC UNIDENTIFIED,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.5,,,,,"'L'' SHAPED ORANGE PLASTIC OBJECT SLIGHTLY CRUMBLY, POSSIBLY THE CORNER OF A SQUARE OBJECT",,,,,,,,,,,
MHS_75,[MHS_75] LINE TRIMMER - WHOLE/ENTIRE/COMPLETE (),image/jpg,image,,,,75,MHS,QUAD 12,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,LINE,LINE TRIMMER,,,,WHOLE/ENTIRE/COMPLETE,,,BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.2,,,,,"WEED WHACKER TRIMMER CABLE, TRANSPARENT LIGHT BLUE",,,,,,,,,,,
MHS_76,[MHS_76] CAULK - UNKNOWN (),image/jpg,image,,,,76,MHS,QUAD 12,,SURFACE,,SYNTHETIC,CAULK,SYNTHETIC,PLASTIC MISC,CAULK,CAULK,,,,UNKNOWN,,,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,1,,,,,CAULK SOLIDIFED INSIDE NOZZLE WITH SOME PLASTIC STILL ADHERING,,,,,,,,,,,
MHS_77,[MHS_77] LINE TRIMMER - WHOLE/ENTIRE/COMPLETE (),image/jpg,image,,,,77,MHS,QUAD 12,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,LINE,LINE TRIMMER,,,,WHOLE/ENTIRE/COMPLETE,,,BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,"WEED WHACKER TRIMMER CABLE, TRANSPARENT LIGHT BLUE",,,,,,,,,,,
MHS_78,[MHS_78] CAP - WHOLE/ENTIRE/COMPLETE (),image/jpg,image,,,,78,MHS,22,,4,,SYNTHETIC,PLASTIC MISC,,,CAP,CAP,,,,WHOLE/ENTIRE/COMPLETE,,,BLACK,,,,,,,,,,,,,,,,,,,,,,,'CCPCO'',,,,,,,1,,1,,,,,"BLACK PLASTIC HEXAGONAL SCREW CAP WITH ''CPP CO'' EMBOSSED, POSSIBLY CAP TO PAINT TUBE OR SIMILAR",,,,,,,,,,,
MHS_79,[MHS_79] SCREWDRIVER - HANDLE (),image/jpg,image,,,,79,MHS,QUAD 8,,SURFACE,,SYNTHETIC,PLASTIC MISC,METAL,,TOOL,SCREWDRIVER,,,,HANDLE,,,YELLOW,,,,,,,,,,,,,,,,,,,,,,,'PROTO PROP'' ''MFO9682'',PROTO INDUSTRIAL,,,,,,8,,2,,,,,CLEAR YELLOW SCREWDRIVER HANDLE BADLY SCUFFED,,,,,,,,,,,
MHS_80,[MHS_80] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,80,MHS,22,DOWNHILL,11,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,40D,,,,,,,,,,,,,,,,,
MHS_81,[MHS_81] TACK CUT - WHOLE/ENTIRE/COMPLETE (2),image/jpg,image,,,,81,MHS,22,DOWNHILL,11,,METAL,IRON,,,TACK,TACK CUT,MACHINE CUT,,2,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,
MHS_82,[MHS_82] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,82,MHS,22,DOWNHILL,11,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,4D,,,,,,,,,,,,,,,,,
MHS_83,[MHS_83] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (2),image/jpg,image,,,,83,MHS,22,DOWNHILL,11,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,2,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,7D,,,,,,,,,,,,,,,,,
MHS_84,[MHS_84] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (3),image/jpg,image,,,,84,MHS,22,DOWNHILL,11,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,3,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,8D,,,,,,,,,,,,,,,,,
MHS_85,[MHS_85] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (5),image/jpg,image,,,,85,MHS,22,DOWNHILL,11,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,5,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,10D,,,,,,,,,,,,,,,,,
MHS_86,[MHS_86] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,86,MHS,22,DOWNHILL,11,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,30D,,,,,,,,,,,,,,,,,
MHS_87,[MHS_87] FLATWARE - BASE (1),image/jpg,image,,,,87,MHS,22,DOWNHILL,11,,CERAMIC,WHITEWARE,,,FLATWARE,FLATWARE,WHEEL THROWN,,1,BASE,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RINGS ON BOTTOM INDICATIVE OF WHEEL THROWN,,,,,,,,,,,
MHS_88,[MHS_88] FLATWARE - BODY (1),image/jpg,image,,,,88,MHS,22,DOWNHILL,11,,CERAMIC,WHITEWARE,,,FLATWARE,FLATWARE,,,1,BODY,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_89,[MHS_89] FLATWARE - BASE (1),image/jpg,image,,,,89,MHS,22,DOWNHILL,11,,CERAMIC,WHITEWARE,,,FLATWARE,FLATWARE,,,1,BASE,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,'SYLVAN'',,,,,,,,,,,,,,,,,,,,,,,,,
MHS_90,[MHS_90] HOLLOWARE - BODY (2),image/jpg,image,,,,90,MHS,22,DOWNHILL,11,,CERAMIC,WHITEWARE,,,HOLLOWARE,HOLLOWARE,,,2,BODY,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_91,[MHS_91] HOLLOWARE - BASE (1),image/jpg,image,,,,91,MHS,22,DOWNHILL,11,,CERAMIC,WHITEWARE,,,HOLLOWARE,HOLLOWARE,,,1,BASE,,BURNING,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_92,[MHS_92] FLATWARE - RIM (1),image/jpg,image,,,,92,MHS,22,DOWNHILL,11,,CERAMIC,IRONSTONE,,,FLATWARE,FLATWARE,,,1,RIM,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,
MHS_93,[MHS_93] TABLEWARE - RIM (1),image/jpg,image,,,,93,MHS,22,DOWNHILL,11,,CERAMIC,PORCELAIN,,,TABLEWARE,TABLEWARE,,,1,RIM,,,,,WHITE,LEAD,GILT (GOLD OR SILVER),FRAGMENTED MINISCULE PATCHES,GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_94,[MHS_94] FLATWARE - BODY (1),image/jpg,image,,,,94,MHS,22,DOWNHILL,11,,CERAMIC,IRONSTONE,,,FLATWARE,FLATWARE,,,1,BODY,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_95,[MHS_95] TABLEWARE - BODY (4),image/jpg,image,,,,95,MHS,22,DOWNHILL,11,,CERAMIC,IRONSTONE,,,TABLEWARE,TABLEWARE,,,4,BODY,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_96,[MHS_96] TABLEWARE - BODY (2),image/jpg,image,,,,96,MHS,22,DOWNHILL,11,,CERAMIC,WHITEWARE,,,TABLEWARE,TABLEWARE,,,2,BODY,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_97,[MHS_97] HOLLOWARE - BODY (2),image/jpg,image,,,,97,MHS,22,DOWNHILL,11,,CERAMIC,STONEWARE,,,HOLLOWARE,HOLLOWARE,,,2,BODY,98,,,,TAN/BEIGE,ALKALINE,,ALSO SALT GLAZED,GREEN,COLORED GLAZE OPAQUE,SPONGED TEXTURE ON INTERIOR,BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSSIBLY CHINESE BROWN GLAZED STONEWARE OR ALKALINE GREEN BROWN MIXTURE ON EXTERIOR AND BROWN SPONGE TEXTURE GLAZE WITH POOLING AND DRIPS ON INTERIOR,,,,,,,,,,,
MHS_98,[MHS_98] HOLLOWARE - BODY (3),image/jpg,image,,,,98,MHS,22,DOWNHILL,11,,CERAMIC,STONEWARE,,,HOLLOWARE,HOLLOWARE,,,3,BODY,97,,,,TAN/BEIGE,ALKALINE,,ALSO SALT GLAZED,GREEN,COLORED GLAZE OPAQUE,SPONGED TEXTURE ON INTERIOR ,BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,POSSIBLY CHINESE BROWN GLAZED STONEWARE OR ALKALINE GREEN BROWN MIXTURE ON EXTERIOR AND BROWN SPONGE TEXTURE GLAZE WITH POOLING AND DRIPS ON INTERIOR,,,,,,,,,,,
MHS_99,[MHS_99] BUCKLE SUSPENDER - BODY (1),image/jpg,image,,,,99,MHS,22,DOWNHILL,11,,METAL,BRASS,,,BUCKLE,BUCKLE SUSPENDER,CAST,,1,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,4.5,,2,,,,,,,,,,,,,,,,
MHS_100,[MHS_100] CAN LID - LID/CAP (2),image/jpg,image,,,,100,MHS,22,DOWNHILL,11,,METAL,BRASS,,,LID,CAN LID,SHEET,,2,LID/CAP,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_101,[MHS_101]  - BODY (2),image/jpg,image,,,,101,MHS,22,DOWNHILL,11,,CERAMIC,TERRACOTTA,,,UNKNOWN,,WHEEL THROWN,,2,BODY,,,,,ORANGE/TERRACOTTA,UNGLAZED,HAND PAINTED UNDERGLAZE,LARGE PAINTED ILLEGIBLE LETTERS POSSIBLY ''M'' OR ''W'',BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_102,[MHS_102] HOLLOWARE - BODY (2),image/jpg,image,,,,102,MHS,22,DOWNHILL,11,,CERAMIC,EARTHENWARE COARSE,,,HOLLOWARE,HOLLOWARE,,,2,BODY,,,,,TAN/BEIGE,SALT,COLORED GLAZE TRANSPARENT,LIGHT BROWN GLAZE ON EXTERIOR AND POSSIBLE DARK BROWN SALT GLAZE ON INTERIOR,BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COULD POSSIBLY BE CHINESE BROWN GLAZED STONEWARE ALTHOUGH IT IS EARTHENWARE TYPE OF GLAZE IS UNKNOWN TO CATALOGER BUT COULD ALSO BE ALBANY GLAZE,,,,,,,,,,,
MHS_103,[MHS_103] HOLLOWARE - BODY (8),image/jpg,image,,,,103,MHS,22,DOWNHILL,11,,CERAMIC,EARTHENWARE COARSE,,,HOLLOWARE,HOLLOWARE,,,8,BODY,,,,,TAN/BEIGE,SALT,COLORED GLAZE TRANSPARENT,LIGHT BROWN GLAZE ON EXTERIOR AND POSSIBLE DARK BROWN SALT GLAZE ON INTERIOR,BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COULD POSSIBLY BE CHINESE BROWN GLAZED STONEWARE ALTHOUGH IT IS EARTHENWARE TYPE OF GLAZE IS UNKNOWN TO CATALOGER BUT COULD ALSO BE ALBANY GLAZE,,,,,,,,,,,
MHS_104,[MHS_104] TABLEWARE - BODY (1),image/jpg,image,,,,104,MHS,22,DOWNHILL,11,,CERAMIC,REDWARE REFINED,,,TABLEWARE,TABLEWARE,,,1,BODY,,,,,RED,LEAD,JACKFIELD,,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_105,[MHS_105] TABLEWARE - BODY (1),image/jpg,image,,,,105,MHS,22,DOWNHILL,11,,CERAMIC,EARTHENWARE COARSE,,,TABLEWARE,TABLEWARE,,,1,BODY,,,,,TAN/BEIGE,LEAD,ALBANY TYPE SLIP,BROWN LUSTROUS GLAZE WITH ORANGE LINE,BROWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNSURE OF GLAZE TYPE BUT COULD BE ALBANY,,,,,,,,,,,
MHS_106,[MHS_106] HAIR BAND - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,106,MHS,,7,SURFACE,,ORGANIC,FABRIC SYNTHETIC,SYNTHETIC,RUBBER VULCANIZED,HAIR ACCESSORY,HAIR BAND,,,1,WHOLE/ENTIRE/COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,5,,,,PINK ELASTIC HAIR BAND,,,,,,,,,,,
MHS_107,[MHS_107] WRAPPER CANDY - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,107,MHS,,7,SURFACE,,SYNTHETIC,PLASTIC MISC,,,WRAPPER,WRAPPER CANDY,,,1,WHOLE/ENTIRE/COMPLETE,,,CLEAR/TRANSPARENT,YELLOW,,,,,,,,,,,,,,,,,,,,,,'JOLLY RANCHER'',HERSHEY COMPANY,,,HERSHEY COMPANY,CANADA,,8,,5,,,,,CHERRY JOLLY RANCHER WRAPPER,,,,,,,,,,,
MHS_108,[MHS_108] WRAPPER - BODY (1),image/jpg,image,,,,108,MHS,,7,SURFACE,,SYNTHETIC,PLASTIC MISC,,,WRAPPER,WRAPPER,,,1,BODY,,,YELLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,3.5,,,,,PART OF GOLDFISH CRACKERS BAG,,,,,,,,,,,
MHS_109,[MHS_109] PLASTIC UNIDENTIFIED - UNKNOWN (1),image/jpg,image,,,,109,MHS,,7,SURFACE,,SYNTHETIC,PLASTIC MISC,,,PLASTIC UNIDENTIFIED,PLASTIC UNIDENTIFIED,,,1,UNKNOWN,,,CLEAR/TRANSPARENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,9,,,,,,,,,,,,,,,,
MHS_110,[MHS_110] BOTTLE PANELED MISC - BODY (1),image/jpg,image,,,,110,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE PANELED MISC,,,1,BODY,,SOLARIZED,,,,,,,,,,,,,,MANGANESE,PANELED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_111,[MHS_111] BOTTLE MISC - BODY (2),image/jpg,image,,,,111,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,,,2,BODY,112,,,,,,,,,,,,,,,GREEN BRIGHT,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_112,[MHS_112] BOTTLE MISC - BODY (1),image/jpg,image,,,,112,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,,,1,BODY,111,,,,,,,,,,,,,,,GREEN BRIGHT,CYLINDRICAL,,,,,,,EMBOSSED,,,,,,,,,,,,,,,,EMBOSSING MAY SAY ''5 0'',,,,,,,,,,,
MHS_113,[MHS_113] BOTTLE SODA - NECK (1),image/jpg,image,,,,113,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE SODA,,,1,NECK,,,,,,,,,,,,,,,,7UP GREEN,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,NECK AND BASE OF FINISH LIKELY CROWN CAP,,,,,,,,,,,
MHS_114,[MHS_114] PENCIL WOOD - BODY (1),image/jpg,image,,,,114,MHS,,10,,,ORGANIC,WOOD,METAL,,PENCIL,PENCIL WOOD,,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,0.5,,,,,WOODEN PENCIL SPLIT DOWN MIDDLE WITH GRAPHITE REMOVED SOME ORANGE PAINT,,,,,,,,,,,
MHS_115,[MHS_115] PENCIL WOOD - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,115,MHS,,10,,,ORGANIC,WOOD,METAL,,PENCIL,PENCIL WOOD,,,1,WHOLE/ENTIRE/COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,'DIXON TICONDEROGA HB2'',DIXON,,,,,,13,,0.5,,,,,DIXON WOODEN PENCIL WITH FADED YELLOW PAINT AND GREEN WORDS,,,,,,,,,,,
MHS_116,[MHS_116] PENCIL WOOD - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,116,MHS,,10,,,ORGANIC,WOOD,METAL,,PENCIL,PENCIL WOOD,,,1,WHOLE/ENTIRE/COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,'SANFORD EAGLE USA HB2'',SANFORD,,,,,,12.5,,0.5,,,,,SANFORD WOODEN PENCIL WITH YELLOW PAINT AND BLACK WORDS.,,,,,,,,,,,
MHS_117,[MHS_117] PENCIL WOOD - BODY (4),image/jpg,image,,,,117,MHS,,10,,,ORGANIC,WOOD,METAL,,PENCIL,PENCIL WOOD,,,4,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,'EMPIRE USA EAL'' ''GOLD E5'',,,,,,,5,,0.5,,,,,BROKEN WOODEN PENCIL WITH PINK PAINT IN FOUR PIECES WITH RUSTED FERRULE,,,,,,,,,,,
MHS_118,[MHS_118] PENCIL WOOD - BODY (1),image/jpg,image,,,,118,MHS,,7,SURFACE,,ORGANIC,WOOD,,,PENCIL,PENCIL WOOD,,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,0.5,,,,,"WOODEN PENCIL WITH YELLOW PAINT, ERASER AND FERRULE SNAPPED OFF",,,,,,,,,,,
MHS_119,[MHS_119] GLASS - UNKNOWN (1),image/jpg,image,,,,119,MHS,,7,SURFACE,,GLASS,GLASS,,,GLASS,GLASS,,,1,UNKNOWN,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,0.5,3,,1.5,,,,,SHARD OF TRANSPARENT GLASS,,,,,,,,,,,
MHS_120,[MHS_120] RECORD VINYL - BODY (1),image/jpg,image,,,,120,MHS,QUAD 8,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,RECORD,RECORD VINYL,,,1,BODY,,,BLACK,,,,,,,,,,,,,,,,,,,,,,,'HL-200'',,,,,,,17,,10,,,,,WARPED SECTION OF VINYL RECORD,,,,,,,,,,,
MHS_121,[MHS_121] BUCKET GALLON - UNKNOWN (1),image/jpg,image,,,,121,MHS,QUAD 8,,SURFACE,,SYNTHETIC,VINYL,,,BUCKET,BUCKET GALLON,,,1,UNKNOWN,,,WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5.5,,2,18,,,,WHITE PLASTIC SECTION OF RIM,,,,,,,,,,,
MHS_122,[MHS_122] EYE GLASSES FRAME - BODY (1),image/jpg,image,,,,122,MHS,QUAD 8,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,EYE GLASSES,EYE GLASSES FRAME,,,1,BODY,,,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,3.5,,,,,BLACK PLASTIC FAKE GLASSES FRAME WITH MOON AND STARS DECORATION MISSING ARMS,,,,,,,,,,,
MHS_123,[MHS_123] LINE TRIMMER - UNKNOWN (2),image/jpg,image,,,,123,MHS,QUAD 8,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,LINE,LINE TRIMMER,,,2,UNKNOWN,77 75,,BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,0.2,,,,,WEED WHACKER TRIMMER CABLE LIGHT BLUE TRANSPARENT,,,,,,,,,,,
MHS_124,[MHS_124] TOOL HANDLE COVER - WHOLE/ENTIRE/COMPLETE (),image/jpg,image,,,,124,MHS,QUAD 8,,SURFACE,,SYNTHETIC,RUBBER VULCANIZED,,,TOOL,TOOL HANDLE COVER,,,,WHOLE/ENTIRE/COMPLETE,,MELTED,RED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,,,,,RED RUBBER COVER FOR PLYERS HANDLE SLIGHTLY MELTED,,,,,,,,,,,
MHS_125,[MHS_125] STRAW DRINKING - BODY (5),image/jpg,image,,,,125,MHS,QUAD 8,,SURFACE,,SYNTHETIC,PLASTIC MISC,,,STRAW DRINKING,STRAW DRINKING,,,5,BODY,,,GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0.5,,,,,GREEN BLUE PLASTIC DRINKING STRAW,,,,,,,,,,,
MHS_126,[MHS_126] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (5),image/jpg,image,,,,126,MHS,22,DOWNHILL,6,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,5,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3D,,,,,,,,,,,,,,,,,
MHS_127,[MHS_127] BOTTLE SODA - BODY (2),image/jpg,image,,,,127,MHS,QUAD 6,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE SODA,AT LEAST 2 PART MOLD,,2,BODY,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,FIGURAL,,,,,,,PAINTED/APPLIED COLOR LABEL,MOLDED RIBS,,,,'PE''''SI'',PEPSI,,,,,,"
",,,,"SPIRALLED RIBS, PEPSI IS RED IN WHITE CIRCLE",,,,,,,,,,,
