objectid,title,format,object_template,object_download,image_small,image_thumb,catalog number,site,unit/quad,area,ctx,sub ctx,mat class 1,mat type 1,mat class 2,mat type 2,object name,object description,manufacture 1,manufacture 2,item count,portion represented,associated with cat no.,surface feature,plastics_plastic color 1,plastics_plastic color 2,ceramic_paste color,ceramic_glaze,ceramic_decoration 1,ceramic_decor 1 description,ceramic_decor 1 color,ceramic_decoration 2,ceramic_decor 2 description,ceramic_decor 2 color,ceramic_decoration 3,ceramic_decor 3 description,ceramic_decor 3 color,glass_glass color,glass_container shape,glass_finish description 1,glass_finish description 2,glass_base description 1,glass_base description 2,glass_shoulder description,glass_neck description,glass_decoration 1 glass,glass_decoration 2 glass,maker mark,maker,maker location,product,product manufacturer,product manufacturer location,thickness/gauge (cm),length/height (cm),metal_nail d size,width (cm),rim diameter (cm),base diameter (cm),date start,date end,comments,most representative photo,faunal_animal class,faunal_species,faunal_body part,faunal_element category,faunal_element,faunal_tooth listing,faunal_side,faunal_bone modification,faunal_butchering marks,faunal_quantity
MHS_368,[MHS_368] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,368,MHS,UNIT22,DOWNHILL,14,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,60D,,,,,,,,,,,,,,,,,
MHS_369,[MHS_369] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (2),image/jpg,image,,,,369,MHS,UNIT22,DOWNHILL,14,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,2,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9D,,,,,,,,,,,,,,,,,
MHS_370,[MHS_370] NAIL WIRE - SHAFT (1),image/jpg,image,,,,370,MHS,UNIT22,DOWNHILL,14,,METAL,IRON,,,NAIL,NAIL WIRE,WIRE DRAWN,,1,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5D,,,,,,,,,,,,,,,,,
MHS_371,[MHS_371] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,371,MHS,UNIT22,DOWNHILL,14,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10D,,,,,,BETWEEN 10 AND 12D,,,,,,,,,,,
MHS_372,[MHS_372] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (3),image/jpg,image,,,,372,MHS,UNIT22,DOWNHILL,14,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,3,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,8D,,,,,,,,,,,,,,,,,
MHS_373,[MHS_373] NAIL CUT - HEAD (6),image/jpg,image,,,,373,MHS,UNIT22,DOWNHILL,14,,METAL,IRON,,,NAIL,NAIL CUT,MACHINE CUT,,6,HEAD,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2D,,,,,,,,,,,,,,,,,
MHS_374,[MHS_374] NAIL CUT - SHAFT (3),image/jpg,image,,,,374,MHS,UNIT22,DOWNHILL,14,,METAL,IRON,,,NAIL,NAIL CUT,MACHINE CUT,,3,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,4D,,,,,,,,,,,,,,,,,
MHS_375,[MHS_375] CLOTHESPIN SPRING - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,375,MHS,22,DOWNHILL,5,,METAL,IRON,,,SPRING,CLOTHESPIN SPRING,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_376,[MHS_376]  - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,376,MHS,22,DOWNHILL,5,,METAL,SLAG,,,SLAG,,,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_377,[MHS_377] NAIL WIRE COMMON - HEAD (3),image/jpg,image,,,,377,MHS,13,COURTYARD,6,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,3,HEAD,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAIL HAED FRAGMENTS CONTAIN SHAFT,,,,,,,,,,,
MHS_378,[MHS_378] NAIL WIRE COMMON - SHAFT (6),image/jpg,image,,,,378,MHS,13,COURTYARD,6,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,6,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_379,[MHS_379] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,379,MHS,13,COURTYARD,6,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9D,,,,,,,,,,,,,,,,,
MHS_380,[MHS_380] NAIL CUT COMMON - SHAFT (1),image/jpg,image,,,,380,MHS,13,COURTYARD,6,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_381,[MHS_381] NAIL CUT - HEAD (1),image/jpg,image,,,,381,MHS,13,COURTYARD,6,,METAL,IRON,,,NAIL,NAIL CUT,MACHINE CUT,,1,HEAD,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAIL HEAD FRAGMENT CONTAINS SHAFT,,,,,,,,,,,
MHS_382,[MHS_382] BOTTLE BEVERAGE MISC -  (1),image/jpg,image,,,,382,MHS,22,DOWNHILL,WALL CLEANUP,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,1,,,PATINA,,,,,,,,,,,,,,AMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_383,[MHS_383] FLAT GLASS -  (2),image/jpg,image,,,,383,MHS,22,DOWNHILL,WALL CLEANUP,,GLASS,GLASS,,,FLAT GLASS,FLAT GLASS,,,2,,,PATINA,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_384,[MHS_384] CONTAINER GLASS MISC -  (1),image/jpg,image,,,,384,MHS,22,DOWNHILL,WALL CLEANUP,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,,,1,,,PATINA,,,,,,,,,,,,,,NATURAL BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_385,[MHS_385] NAIL WIRE - SHAFT (4),image/jpg,image,,,,385,MHS,22,DOWNHILL,14,,METAL,IRON,,,WIRE,NAIL WIRE,,,4,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,NOT SURE ABOUT THE OBJECT,,,,,,,,,,,
MHS_386,[MHS_386]  -  (1),image/jpg,image,,,,386,MHS,22,DOWNHILL,WALL CLEANUP,,GLASS,GLASS,,,GLASS,,,,1,,,,,,,,,,,,,,,,,NATURAL BLUE/GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_387,[MHS_387] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,387,MHS,10,DOWNHILL,3,A,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,10D,,,,,,,,,,,,,,,,,
MHS_388,[MHS_388] CONTAINER GLASS MISC -  (1),image/jpg,image,,,,388,MHS,22,DOWNHILL,WALL CLEANUP,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,,,1,,,,,,,,,,,,,,,,,MILK/OPAQUE WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_389,[MHS_389] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,389,MHS,10,DOWNHILL,3,A,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,8D,,,,,,,,,,,,,,,,,
MHS_390,[MHS_390] NAIL WIRE - HEAD (1),image/jpg,image,,,,390,MHS,10,DOWNHILL,3,A,METAL,IRON,,,NAIL,NAIL WIRE,WIRE DRAWN,,1,HEAD,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LESS THAN 2D,,,,,,,,,,,,,,,,,
MHS_391,[MHS_391] BOTTLE BEVERAGE MISC - FINISH (1),image/jpg,image,,,,391,MHS,20,,3,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,1,FINISH,,,,,,,,,,,,,,,,7UP GREEN,,CROWN FINISH,FLANGED LIP,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
MHS_392,[MHS_392] NAIL CUT - HEAD (1),image/jpg,image,,,,392,MHS,10,DOWNHILL,3,A,METAL,IRON,,,NAIL,NAIL CUT,MACHINE CUT,,1,HEAD,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3D,,,,,,,,,,,,,,,,,
MHS_393,[MHS_393] NAIL WIRE - SHAFT (1),image/jpg,image,,,,393,MHS,10,DOWNHILL,3,A,METAL,IRON,,,NAIL,NAIL WIRE,WIRE DRAWN,,1,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5D,,,,,,,,,,,,,,,,,
MHS_394,[MHS_394] COIN - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,394,MHS,QUAD7,,SURFACE,,METAL,COPPER,,NICKLE,COIN,COIN,MACHINE MADE,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,'ONE CENT'' ''IN GOD WE TRUST'' ''LIBERTY 1983'',USA,USA,ONE CENT,,,,,,,2,,,,,,,,,,,,,,,
MHS_395,[MHS_395] BOTTLE BEVERAGE MISC - BODY (27),image/jpg,image,,,,395,MHS,20,,3,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,27,BODY,,PATINA,,,,,,,,,,,,,,7UP GREEN,,,,,,,,,,,,,7-UP,,,,,,,,,,,,,,,,,,,,,,
MHS_396,[MHS_396] BOTTLE BEVERAGE MISC - BODY (1),image/jpg,image,,,,396,MHS,20,,3,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,1,BODY,,,,,,,,,,,,,,,,7UP GREEN,,,,,,,,,,'EMON LI'',,,7-UP,,,,,,,,,,,,,,,,,,,,,,
MHS_397,[MHS_397] BED SPRING - SHAFT (1),image/jpg,image,,,,397,MHS,QUAD 7,,SURFACE,,METAL,IRON,,,SPRING,BED SPRING,,,1,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3.5,,0.8,,,,,,,,,,,,,,,,
MHS_398,[MHS_398] BOTTLE BEVERAGE MISC - BODY (2),image/jpg,image,,,,398,MHS,20,,3,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,2,BODY,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,PAINTED/APPLIED COLOR LABEL,,'PSI-COL'' ''ONE PINT'',PEPSI CO,,PEPSI,PEPSI CO,,,,,,,,,,,,,,,,,,,,,
MHS_399,[MHS_399] CAP BOTTLE - LID/CAP (1),image/jpg,image,,,,399,MHS,QUAD 7,,SURFACE,,METAL,STEEL,,POLYETHYLENE,CAP/LID,CAP BOTTLE,MACHINE MADE,,1,LID/CAP,,,,,,,,,,,,,,,,,,,,,,,,,,STEEL RESERVE BSC,STEEL RESERVE BSC,,AMERICAN MALT LIQOUR STYLE BEER,STEEL BREWING COMPANY,"IRWINDALE, CALIFORNIA",0.1,,,,3,,,,,,,,,,,,,,,
MHS_400,[MHS_400] CAP BOTTLE - LID/CAP (1),image/jpg,image,,,,400,MHS,QUAD 7,,SURFACE,,METAL,STEEL,,,CAP/LID,CAP BOTTLE,MACHINE MADE,,1,LID/CAP,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,3,,,,,,,,,,,,,,,
MHS_401,[MHS_401] MAGNET - BODY (1),image/jpg,image,,,,401,MHS,QUAD 7,,SURFACE,,METAL,IRON,,,MAGNET,MAGNET,MACHINE MADE,,1,BODY,,,,,,,,,,,,,,,,,,,,,,,,,,...ELL,,,,,,0.7,4,,,,,,,,,,,,,,,,,,
MHS_402,[MHS_402] WIRE - BODY (2),image/jpg,image,,,,402,MHS,13,COURTYARD,6,,METAL,BRASS,,,WIRE,WIRE,WIRE DRAWN,,2,BODY,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_403,[MHS_403] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,403,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,1
MHS_404,[MHS_404] NAIL CUT COMMON - HEAD (1),image/jpg,image,,,,404,MHS,13,COURTYARD,STP LEVEL 6,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,HEAD,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_405,[MHS_405] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,405,MHS,13,COURTYARD,STP LEVEL 6,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_406,[MHS_406] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,406,MHS,13,COURTYARD,STP LEVEL 6,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,8D,,,,,,,,,,,,,,,,,
MHS_407,[MHS_407] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,407,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,1
MHS_408,[MHS_408] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,408,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,2
MHS_409,[MHS_409] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,409,MHS,13,COURTYARD,STP LEVEL 6,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9D,,,,,,,,,,,,,,,,,
MHS_410,[MHS_410] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,410,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,1
MHS_411,[MHS_411] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,411,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,3
MHS_412,[MHS_412] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,412,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",COW,LIMB,OTHER,UNIDENTIFIED,,UNKNOWN,,ROUND CUT,1
MHS_413,[MHS_413] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,413,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,UNKNOWN,UNKNOWN,UNIDENTIFIED,,UNKNOWN,,,1
MHS_414,[MHS_414] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,414,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,OTHER,HUMERUS,,LEFT,,,1
MHS_415,[MHS_415] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,415,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,AXIAL,BIRD-SPECIFIC,SYNASACRUM,,N/A,,,1
MHS_416,[MHS_416] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,416,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,CANCELLOUS BONE,,UNKNOWN,,,7
MHS_417,[MHS_417] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,417,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,4
MHS_418,[MHS_418] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,418,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,AXIAL,OTHER,RIB,,RIGHT,,,1
MHS_419,[MHS_419] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,419,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,UNIDENTIFED LONG BONE,,UNKNOWN,,,1
MHS_420,[MHS_420] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,420,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,9
MHS_421,[MHS_421] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,421,MHS,UNIT 22,,11,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE AND BLACK,,3
MHS_422,[MHS_422] BOTTLE ALCOHOL MISC - BODY (6),image/jpg,image,,,,422,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,BOTTLE ALCOHOL MISC,AT LEAST 2 PART MOLD,,6,BODY,,PATINA,,,,,,,,,,,,,,AMBER DARK,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,HEAVY PATINA,,,,,,,,,,,
MHS_423,[MHS_423]  -  (1),image/jpg,image,,,,423,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,1,,,,,,,,,,,,,,,,,CORNFLOWER,,,,,,,,,,,,,,,,,,,,,,,,TOO SMALL TO TELL WHAT IT WENT TOO,,,,,,,,,,,
MHS_424,[MHS_424] CONTAINER GLASS MISC - BODY (1),image/jpg,image,,,,424,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,1,BODY,,,,,,,,,,,,,,,,OLIVE GREEN,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_425,[MHS_425]  -  (4),image/jpg,image,,,,425,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,4,,,,,,,,,,,,,,,,,MANGANESE,,,,,,,,,,,,,,,,,,,,,,,,TOO SMALL TO TELL IF ITS CONTAINER GLASS,,,,,,,,,,,
MHS_426,[MHS_426] CONTAINER GLASS MISC - BODY (2),image/jpg,image,,,,426,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,2,BODY,,,,,,,,,,,,,,,,NATURAL BLUE,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_427,[MHS_427]  -  (15),image/jpg,image,,,,427,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,15,,,,,,,,,,,,,,,,,NATURAL BLUE,,,,,,,,,,,,,,,,,,,,,,,,TOO SMALL TO KNOW IF IT WAS A CONTAINER OR NOT,,,,,,,,,,,
MHS_428,[MHS_428]  -  (3),image/jpg,image,,,,428,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,3,,,BURNING,,,,,,,,,,,,,,AMBER,,,,,,,,,,,,,,,,,,,,,,,,"BURNT AND PATINAD BEYOND RECOGNITON, LIGHT DOESNT SHINE THROUGH SO COLOR IS UNCERTIAN BUT MOST LIKELY AMBER",,,,,,,,,,,
MHS_429,[MHS_429] CONTAINER GLASS MISC - BODY (1),image/jpg,image,,,,429,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,1,BODY,,PATINA,,,,,,,,,,,,,,AMBER LIGHT,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_430,[MHS_430] CONTAINER GLASS MISC - BODY (6),image/jpg,image,,,,430,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,6,BODY,,,,,,,,,,,,,,,,SELENIUM,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_431,[MHS_431]  -  (13),image/jpg,image,,,,431,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,13,,,MELTED,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,,,,,BURNT BEYOND RECOGNITION,,,,,,,,,,,
MHS_432,[MHS_432] FLAT GLASS -  (19),image/jpg,image,,,,432,MHS,UNIT 22,,9,,GLASS,GLASS,,,FLAT GLASS,FLAT GLASS,FLAT SHEET MOLD,,19,,,PATINA,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,,,,,NOT ALL HAVE PATINA,,,,,,,,,,,
MHS_433,[MHS_433] CONTAINER GLASS MISC - BODY (23),image/jpg,image,,,,433,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,23,BODY,,PATINA,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,"MOST LIKELY JUST THE BODY AND MOST LIKELY CYLINDRICAL BUT THE SMALL SIZE MAKES IT HARD TO BE 100% CERTIAN, NOT ALL HAVE PATINA",,,,,,,,,,,
MHS_434,[MHS_434] BOTTLE BEVERAGE MISC - BODY (10),image/jpg,image,,,,434,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,BOTTLE BEVERAGE MISC,AT LEAST 2 PART MOLD,,10,BODY,,,,,,,,,,,,,,,,AMBER,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_435,[MHS_435] CONTAINER GLASS MISC - BODY (3),image/jpg,image,,,,435,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,3,BODY,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,SPIDER WEB OF CRACKS ALMOST LIKE SAFTY GLASS,,,,,,,,,,,
MHS_436,[MHS_436]  -  (8),image/jpg,image,,,,436,MHS,UNIT 22,,9,,GLASS,GLASS,,,GLASS,,,,8,,,,,,,,,,,,,,,,,MILK/OPAQUE WHITE,,,,,,,,,,,,,,,,,,,,,,,,TOO SMALL TO TELL IF THEY WERE DECORATIVE OR CONTAINER GLASS PEICES,,,,,,,,,,,
MHS_437,[MHS_437] CONTAINER GLASS MISC - BASE (1),image/jpg,image,,,,437,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,1,BASE,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,EMBOSSED,,"'EEXTRACTC''  ''A,W''",,,,,,,,,,,,,,UNABLE TO DETERMINE THE MAKER FROM WHAT OF THE BOTTLE I HAD,,,,,,,,,,,
MHS_438,[MHS_438] CONTAINER GLASS MISC - BODY (1),image/jpg,image,,,,438,MHS,UNIT 22,,9,,GLASS,GLASS,,,CONTAINER GLASS,CONTAINER GLASS MISC,AT LEAST 2 PART MOLD,,1,BODY,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,PANELED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
